entrez_id,symbol
10537,UBD
3812,KIR3DL2
9934,P2RY14
1145,CHRNE
105371031,LOC105371031
161725,OTUD7A
126321,MFSD12
6510,SLC1A5
79602,ADIPOR2
5891,MOK
170463,SSBP4
100508689,LOC100508689
3224,HOXC8
80021,TMEM62
2621,GAS6
51619,UBE2D4
256646,NUTM1
101929087,LOC101929087
8743,TNFSF10
978,CDA
51000,SLC35B3
101928468,LOC101928468
389941,C1QL3
285628,LOC285628
340152,ZC3H12D
5319,PLA2G1B
64114,TMBIM1
55341,LSG1
390190,OR5B2
100132463,CLDN24
4700,NDUFA6
9179,AP4M1
406,ARNTL
7398,USP1
6779,STATH
55777,MBD5
4112,MAGEB1
55174,INTS10
11258,DCTN3
646851,FAM227A
8607,RUVBL1
84769,MPV17L2
283849,EXOC3L1
6207,RPS13
63978,PRDM14
105372277,LOC105372277
414318,C9orf106
154288,KHDC3L
54586,EQTN
10686,CLDN16
3945,LDHB
80742,PRR3
51475,CABP2
1294,COL7A1
51316,PLAC8
93589,CACNA2D4
79947,DHDDS
23784,POTEH
675,BRCA2
84197,POMK
29906,ST8SIA5
23181,DIP2A
6643,SNX2
221391,OPN5
105376667,LOC105376667
56062,KLHL4
2068,ERCC2
105379554,LOC105379554
3373,HYAL1
834,CASP1
9495,AKAP5
80017,C14orf159
100507462,LOC100507462
8876,VNN1
103,ADAR
51149,C5orf45
101928601,MEI4
401335,C7orf65
64866,CDCP1
105372417,LOC105372417
5452,POU2F2
27072,VPS41
2617,GARS
4833,NME4
192668,CYS1
26469,PTPN18
10955,SERINC3
2182,ACSL4
8288,EPX
59350,RXFP1
7531,YWHAE
83442,SH3BGRL3
284570,LOC284570
56950,SMYD2
171484,FAM9C
2703,GJA8
4261,CIITA
115704,EVI5L
10383,TUBB4B
3642,INSM1
105374089,LOC105374089
9764,KIAA0513
2015,ADGRE1
84918,LRP11
152926,PPM1K
6340,SCNN1G
3816,KLK1
5721,PSME2
100130817,LOC100130817
4094,MAF
5805,PTS
10200,MPHOSPH6
1427,CRYGS
51449,PCYOX1
101929941,LOC101929941
163778,SPRR4
286077,FAM83H
808,CALM3
57571,CARNS1
50846,DHH
84330,ZNF414
23314,SATB2
387104,SOGA3
5149,PDE6H
162387,MFSD6L
80303,EFHD1
80313,LRRC27
26166,RGS22
149473,CCDC24
9628,RGS6
79684,MSANTD2
79624,ARMT1
389199,LOC389199
55337,C19orf66
5585,PKN1
55623,THUMPD1
65998,C11orf95
4982,TNFRSF11B
55004,LAMTOR1
2315,MLANA
116369,SLC26A8
79096,C11orf49
100287290,LOC100287290
8437,RASAL1
51734,MSRB1
102723383,LOC102723383
262,AMD1
343637,RSPO4
26030,PLEKHG3
10516,FBLN5
3791,KDR
138240,C9orf57
147710,IGSF23
9897,KIAA0196
1124,CHN2
23630,KCNE5
4782,NFIC
346171,ZFP57
200609,LOC200609
284131,ENDOV
6473,SHOX
100144878,LRRC53
440335,SMIM22
254102,EHBP1L1
3203,HOXA6
105373073,LOC105373073
9325,TRIP4
2584,GALK1
57704,GBA2
101927423,PANO1
118987,PDZD8
23463,ICMT
83860,TAF3
105369184,LOC105369184
131474,CHCHD4
64093,SMOC1
55304,SPTLC3
10785,WDR4
3036,HAS1
79817,MOB3B
9158,FIBP
369,ARAF
132724,TMPRSS11B
22875,ENPP4
158399,ZNF483
131544,CRYBG3
153328,SLC25A48
55756,INTS9
442247,RFPL4B
729240,PRR20C
150677,OTOS
55137,FIGN
11237,RNF24
8570,KHSRP
1845,DUSP3
390792,KRT39
105370691,LOC105370691
125997,MBD3L2
152756,FAM218A
6170,RPL39
57216,VANGL2
255426,RASGEF1C
283209,PGM2L1
4543,MTNR1A
105374567,LOC105374567
55789,DEPDC1B
10046,MAMLD1
51295,ECSIT
654,BMP6
442868,BPY2C
92949,ADAMTSL1
1652,DDT
23144,ZC3H3
6622,SNCA
137075,CLDN23
100131099,LOC100131099
3336,HSPE1
102725023,LOC102725023
80133,MROH9
4925,NUCB2
2733,GLE1
102724404,LOC102724404
51112,TRAPPC12
8463,TEAD2
162417,NAGS
284716,RIMKLA
8082,SSPN
79883,PODNL1
5431,POLR2B
54834,GDAP2
2145,EZH1
400566,C17orf97
23008,KLHDC10
6891,TAP2
56913,C1GALT1
4224,MEP1A
63035,BCORL1
55286,C4orf19
10346,TRIM22
3621,ING1
105379427,LOC105379427
728013,CBWD7
9743,ARHGAP32
84881,RPUSD4
257202,GPX6
6319,SCD
56341,PRMT8
152286,LOC152286
5700,PSMC1
254956,MORN5
115111,SLC26A7
4057,LTF
80854,SETD7
253175,CDY1B
1406,CRX
51428,DDX41
102724101,LOC102724101
5587,PRKD1
128209,KLF17
50809,HP1BP3
93082,NEURL3
84309,NUDT16L1
23293,SMG6
7779,SLC30A1
83690,CRISPLD1
282770,OR10AG1
6136,RPL12
85443,DCLK3
26748,GAGE12I
3485,IGFBP2
140679,SLC32A1
79663,HSPBAP1
129685,TAF8
8988,HSPB3
215,ABCD1
64978,MRPL38
642938,FAM196A
553115,PEF1
64375,IKZF4
151531,UPP2
219539,YPEL4
10542,LAMTOR5
26581,DUX5
11067,C10orf10
2294,FOXF1
79075,DSCC1
1675,CFD
7643,ZNF90
91319,DERL3
152586,MGAT4D
7024,TFCP2
57062,DDX24
253943,YTHDF3
114792,KLHL32
101060399,LOC101060399
3754,KCNF1
9923,ZBTB40
1103,CHAT
348801,LNP1
23593,HEBP2
284110,GSDMA
6452,SH3BP2
196335,OR56B4
56474,CTPS2
221184,CPNE2
387804,VSTM5
5833,PCYT2
55871,CBWD1
254065,BRWD3
3182,HNRNPAB
2563,GABRD
51561,IL23A
390502,SERPINA2
920,CD4
57683,ZDBF2
256144,OR4C3
5261,PHKG2
449523,JST
4642,MYO1D
26278,SACS
3015,H2AFZ
79796,ALG9
9121,SLC16A5
348,APOE
105371242,LOC105371242
162699,TCEB3C
28960,DCPS
6721,SREBF2
55735,DNAJC11
3073,HEXA
5094,PCBP2
81875,ISG20L2
11200,CHEK2
687,KLF9
8549,LGR5
1808,DPYSL2
254042,METAP1D
105379443,LOC105379443
91452,ACBD5
84727,SPSB2
283807,FBXL22
63920,ZBED8
3159,HMGA1
254786,OR6C3
27166,PRELID1
10628,TXNIP
3903,LAIR1
10009,ZBTB33
1236,CCR7
51258,MRPL51
100101467,ZSCAN30
390199,OR4D9
23742,NPAP1
617,BCS1L
57380,MRS2
92912,UBE2Q2
119687,OR51A7
285267,ZNF619
6585,SLIT1
56623,INPP5E
5982,RFC2
83590,TMUB1
494119,SPANXN2
3315,HSPB1
9437,NCR1
2696,GIPR
51710,ZNF44
8818,DPM2
284695,ZNF326
145858,C15orf32
8061,FOSL1
5394,EXOSC10
83660,TLN2
386746,MRGPRG
27030,MLH3
54813,KLHL28
81572,PDRG1
100287718,ANKRD66
10897,YIF1A
2124,EVI2B
481,ATP1B1
85027,SMIM3
22987,SV2C
7473,WNT3
29109,FHOD1
6870,TACR3
56892,C8orf4
53407,STX18
55249,YY1AP1
25839,COG4
10325,RRAGB
8682,PEA15
85479,DNAJC5B
6282,S100A11
54677,CROT
105369140,LOC105369140
27299,ADAMDEC1
4036,LRP2
54058,C21orf58
23473,CAPN7
219654,ZCCHC24
80817,CEP44
100286963,DEFB109
10158,PDZK1IP1
1369,CPN1
93664,CADPS2
100129399,LOC100129399
57513,CASKIN2
101927216,LOC101927216
29997,GLTSCR2
23256,SCFD1
117153,MIA2
56137,PCDHA12
100131211,NEMP2
3448,IFNA14
169044,COL22A1
9570,GOSR2
2845,GPR22
282966,C10orf53
79626,TNFAIP8L2
100873985,MED14OS
178,AGL
105377813,LOC105377813
643520,LOC643520
7170,TPM3
55565,ZNF821
124751,KRBA2
4924,NUCB1
54946,SLC41A3
11046,SLC35D2
2257,FGF12
79054,TRPM8
8379,MAD1L1
1654,DDX3X
200734,SPRED2
105378249,LOC105378249
24144,TFIP11
84557,MAP1LC3A
7003,TEAD1
4336,MOBP
25972,UNC50
10458,BAIAP2
9855,FARP2
1066,CES1
445328,ARHGEF35
6431,SRSF6
405753,DUOXA2
3145,HMBS
54207,KCNK10
9267,CYTH1
60313,GPBP1L1
51540,SCLY
105372412,LOC105372412
899,CCNF
57662,CAMSAP3
92170,MTG1
23405,DICER1
5224,PGAM2
11346,SYNPO
4621,MYH3
157313,CDCA2
9719,ADAMTSL2
2978,GUCA1A
9100,USP10
327,APEH
22817,NR1I4
7319,UBE2A
223075,CCDC129
6700,SPRR2A
55698,RADIL
55095,SAMD4B
80833,APOL3
11179,ZNF277
79187,FSD1
1787,TRDMT1
51809,GALNT7
105379422,LOC105379422
2248,FGF3
84690,SPATA22
7136,TNNI2
63899,NSUN3
105375112,LOC105375112
4485,MST1
54507,ADAMTSL4
359948,IRF2BP2
114904,C1QTNF6
26105,DKFZP434C153
10607,TBL3
3866,KRT15
101930332,LOC101930332
9988,DMTF1
1215,CMA1
51237,MZB1
390162,OR5M9
23705,CADM1
596,BCL2
105377207,LOC105377207
23102,TBC1D2B
6564,SLC15A1
345643,MCIDAS
3294,HSD17B2
102724965,LOC102724965
9400,RECQL5
2675,GFRA2
51673,TPPP3
101929141,LOC101929141
8797,TNFRSF10A
57795,BRINP2
338949,TMEM202
23538,OR52A1
64787,EPS8L2
105369275,LOC105369275
5373,PMM2
64168,NECAB1
26993,AKAP8L
440243,GOLGA6L22
219348,PLAC9
81551,STMN4
10876,EDDM3A
2103,ESRRB
84548,TMEM185A
8209,C21orf33
460,ASTN1
59271,EVA1C
105377637,LOC105377637
400668,PRSS57
29072,SETD2
6833,ABCC8
55228,PNMAL1
10288,LILRB2
2539,G6PD
101927562,LOC101927562
8661,EIF3A
85442,KNDC1
390883,OR7G3
162239,ZFP1
84839,RAX2
257144,GCSAM
6261,RYR1
65056,GPBP1
4015,LOX
10379,IRF9
10121,ACTR1A
93643,TJAP1
340273,ABCB5
259239,WFDC11
729,C6
57492,ARID1B
84251,SGIP1
389692,MAFA
29960,FTSJ2
23235,SIK2
6094,ROM1
100131190,LOC100131190
80208,SPG11
352954,GATS
79605,PGBD5
645142,PPIAL4D
157,ADRBK2
91833,WDR20
105376149,LOC105376149
26523,AGO1
11009,IL24
133308,SLC9B2
79017,GGCT
8358,HIST1H3B
1617,DAZ1
30848,CTAG2
201161,CENPV
89885,FATE1
10437,IFI30
3696,ITGB8
84080,ENKD1
93323,HAUS8
9818,NUPL1
105370296,LOC105370296
161753,ODF3L1
222166,MTURN
5791,PTPRE
55813,UTP6
391114,OR6K3
79905,TMC7
203228,C9orf72
9246,UBE2L6
346528,OR2A1
100505570,LOC100505570
23368,PPP1R13B
90506,LRRC46
5203,PFDN4
11325,DDX42
3560,IL2RB
440073,IQSEC3
9682,KDM4A
2957,GTF2A1
79738,BBS10
9079,LDB2
290,ANPEP
339231,ARL16
105371184,LOC105371184
22796,COG2
7711,ZNF155
1581,CYP7A1
5803,PTPRZ1
159371,SLC35G1
4090,SMAD5
5036,PA2G4
11158,RABL2B
8491,MAP4K3
58513,EPS15L1
84669,USP32
642441,LOC642441
27439,CECR6
4448,MSK10
114883,OSBPL9
26084,ARHGEF26
1439,CSF2RB
60592,SCOC
9967,THRAP3
1178,CLC
51200,CPA4
23170,TTLL12
101929692,LOC101929692
79933,SYNPO2L
575,ADGRB1
84081,NSRP1
105377170,LOC105377170
23065,EMC1
6543,SLC8A2
196410,METTL7B
90203,SNX21
83478,ARHGAP24
5924,RASGRF2
3257,HPS1
102724928,LOC102724928
219899,TBCEL
654364,NME1-NME2
9379,NRXN2
51652,CHMP3
8760,CDS2
23517,SKIV2L2
5336,PLCG2
64147,KIF9
55374,TMCO6
4733,DRG1
25864,ABHD14A
26353,HSPB8
10855,HPSE
2066,ERBB4
102723737,CT45A8
105371936,LOC105371936
9212,AURKB
439,ASNA1
22929,SEPHS1
7431,VIM
6812,STXBP1
56834,GPR137
4145,MATK
55207,ARL8B
10267,RAMP1
8624,PSMG1
105379534,LOC105379534
1040,CDS1
91543,RSAD2
6224,RPS20
54619,CCNJ
27241,BBS9
3978,LIG1
80775,TMEM177
105372824,LOC105372824
10100,TSPAN2
340252,ZNF680
708,C1QBP
57471,ERMN
84230,LRRC8C
23214,XPO6
145497,LRRC74A
7700,ZNF141
101059918,GOLGA8R
220032,GDPD4
149373,LOC149373
9512,PMPCB
2787,GNG5
8038,ADAM12
167359,NIM1K
79568,C2orf47
8909,ENDOU
120,ADD3
51182,HSPA14
55507,GPRC5D
142679,DUSP19
54888,NSUN2
26502,NARF
10988,METAP2
102723886,LOC102723886
78996,C7orf49
8321,FZD1
127391,TMCO2
30827,CXXC1
147409,DSG4
7564,ZNF16
9710,KIAA0355
6945,MLX
56983,POGLUT1
9021,SOCS3
150864,FAM117B
4294,MAP3K10
25914,RTTN
100289269,LOC100289269
10400,PEMT
3675,ITGA3
9797,TATDN2
105379667,LOC105379667
284297,SSC5D
84951,TNS4
6373,CXCL11
91057,CCDC34
5754,PTK7
54752,FNDC8
54149,C21orf91
79884,MAP9
27077,B9D1
10233,LRRC23
1460,CSNK2B
525,ATP6V1B1
340385,ZNF517
155038,GIMAP8
841,CASP8
57604,KIAA1456
100505549,LOC100505549
23347,SMCHD1
90485,ZNF835
83744,ZNF484
105375809,LOC105375809
5182,PEPB
80320,SP6
728955,FAM25D
140733,MACROD2
2920,CXCL2
79717,PPCS
448835,LCE6A
269,AMHR2
144455,E2F7
5618,PRLR
64429,ZDHHC6
55640,FLVCR2
105375621,LOC105375621
5015,OTX2
55037,PTCD3
81796,SLCO5A1
347148,QRFP
105373242,LOC105373242
55689,YEATS2
8470,SORBS2
1729,DIAPH1
58492,ZNF77
317647,FLJ11857
101928195,LOC101928195
91373,UAP1L1
84632,AFAP1L2
7094,TLN1
57116,ZNF695
59339,PLEKHA2
245934,DEFB121
26063,DECR2
10549,PRDX4
3808,KIR2DS3
105379800,LOC105379800
3225,HOXC9
538,ATP7A
84060,RBM48
339479,BRINP3
6506,SLC1A2
344561,GPR148
3236,HOXD10
9358,ITGBL1
51631,LUC7L2
79414,LRFN3
8739,HRK
990,CDC6
51012,SLMO2
23480,SEC61G
7982,ST7
83893,SPATA16
282973,JAKMIP3
5315,PKM
440804,RIMBP3B
4696,NDUFA3
81493,SYNC
10818,FRS2
3069,HDLBP
79850,FAM57A
9191,DEDD
402,ARL2
22908,SACM1L
284433,OR10H5
4124,MAN2A1
55170,PRMT6
10246,SLC17A2
727897,MUC5B
8603,FAM193A
200958,MUC20
152789,JAKMIP1
6203,RPS9
10682,EBP
3957,LGALS2
10079,ATP9A
1290,COL5A2
51312,SLC25A37
8659,ALDH4A1
100529261,CHURC1-FNTB
84193,SETD3
23177,CEP68
6655,SOS2
6036,RNASE2
400359,C15orf53
85440,DOCK7
254268,AKNAD1
57165,GJC2
613227,HIGD1C
9491,PSMF1
2766,GMPR
9753,ZSCAN12
653857,ACTR3C
8872,CDC123
8115,TCL1A
283847,CCDC79
283106,CSNK2A3
55486,PARL
54867,TMEM214
81626,SHCBP1L
10512,SEMA3C
2178,FANCE
102723849,SPDYE17
100130436,LOC100130436
7543,ZFX
6924,TCEB3
6259,RYK
56946,C11orf30
729422,GAGE12C
4257,MGST1
25893,TRIM58
139425,DCAF8L1
9760,TOX
2011,MARK2
58155,PTBP2
84914,ZNF587
6336,SCN10A
5733,PTGER3
105379779,LOC105379779
54112,GPR88
10212,DDX39A
374872,C19orf35
820,CAMP
57583,TMEM181
84342,COG8
339745,SPOPL
23326,USP22
7812,CSDE1
83723,FAM57B
5145,PDE6A
151112,ZSWIM2
11267,SNF8
392465,GLOD5
2899,GRIK3
79680,C22orf29
100507607,NPIPB9
5597,MAPK6
55619,DOCK10
171177,RHOV
255877,BCL6B
286753,TUSC5
4978,OPCML
4223,MEOX2
11100,HNRNPUL1
2327,FMO2
387837,CLEC12B
8433,UTF1
23093,TTLL5
6555,SLC10A2
102800317,LOC400927-CSNK1E
7057,THBS1
57095,PITHD1
114825,PWWP2A
3787,KCNS1
219957,OR9Q2
9909,DENND4B
1120,CHKB
401944,LDLRAD2
340061,TMEM173
391107,OR10K2
375593,TRIM73
23626,SPO11
517,ATP5G2
146330,FBXL16
5866,RAB3IL1
55888,ZKSCAN7
3215,HOXB5
9321,TRIP11
2596,GAP43
51594,NBAS
100131032,LOC100131032
348262,FAM195B
8718,TNFRSF25
100533177,KRTAP29-1
57716,PRX
135398,C6orf141
64708,COPS7B
163882,CNST
83856,FSD1L
5294,PIK3CG
64089,SNX16
55316,RSAD1
4675,NAP1L3
10797,MTHFD2
3032,HADHB
79829,NAA40
147991,DPY19L3
9154,SLC28A1
381,ARF5
22887,FOXJ3
160065,PATE1
6754,SSTR4
55752,SEPT11
140545,RNF32
4103,MAGEA4
55149,MTPAP
401934,RNF223
953,ENTPD1
285533,RNF175
653567,TMEM236
1841,DTYMK
85363,TRIM5
5138,PDE2A
6182,MRPL12
83786,FRMD8
57228,SMAGP
221938,MMD2
4539,ND4L
27199,OXGR1
10661,KLF1
3920,LAMP2
10042,HMGXB4
1269,CNR2
51291,GMIP
100008586,GAGE12F
57413,TMIGD3
84172,POLR1B
29881,NPC1L1
6618,SNAPC2
105373991,LOC105373991
101060588,LOC101060588
219990,OOSP2
80129,CCDC170
100288323,KRTAP21-3
9470,EIF4E2
2729,GCLC
8851,CDK5R1
51124,IER3IP1
64841,GNPNAT1
4256,MGP
91754,NEK9
9617,MTRF1
414157,C10orf62
5427,POLE2
171023,ASXL1
27063,ANKRD1
4808,NHLH2
219402,MTIF3
81605,URM1
10930,APOBEC2
2157,F8
1538,CYLC1
23020,SNRNP200
83417,FCRL4
140775,SMCR8
6903,TBCC
56925,LXN
100287399,POTEB2
4236,MFAP1
55282,LRRC36
153733,CCDC112
3617,IMPG1
9739,SETD1A
1990,CELA1
390937,LOC390937
100170229,SRRM5
146779,EFCAB3
84893,FBXO18
105376339,LOC105376339
5696,PSMB8
27332,ZNF638
101060581,LOC101060581
130872,AHSA2
259293,TAS2R30
286052,LOC286052
799,CALCR
57546,PDP2
127602,DNAH14
7791,ZYX
90427,BMF
100131244,ANKRD63
115939,TSR3
3481,IGF2
341019,DCDC1
9603,NFE2L3
2878,GPX3
79659,DYNC2H1
211,ALAS1
7203,CCT3
8200,GDF5
4957,ODF2
7373,COL14A1
26577,PCOLCE2
2290,FOXG1
79087,ALG12
391253,SPINT4
8412,BCAR3
1687,DFNA5
11023,VAX1
389610,XKR5
7036,TFR2
54407,SLC38A2
474382,H2AFB1
114804,RNF157
26005,C2CD3
10491,CRTAP
92340,PRR29
191585,PLAC4
147685,C19orf18
340024,SLC6A19
84002,B3GNT5
388419,BTBD17
284106,CISD3
399664,MEX3D
55867,SLC22A11
3178,HNRNPA1
2575,GAGE3
51573,GDE1
112840,WDR89
932,MS4A3
57695,USP37
389895,LOC389895
23438,HARS2
105369175,LOC105369175
4654,MYOD1
134083,OR2Y1
79792,GSDMD
9133,CCNB2
344,APOC2
388951,TSPYL6
22850,ADNP2
7336,UBE2V2
100996701,LOC100996701
28972,SPCS1
102725155,LOC102725155
399949,C11orf88
55731,FAM222B
5090,PBX3
55112,WDR60
81887,LAS1L
728458,OPN1MW2
11212,PROSC
105371641,LOC105371641
8545,CGGBP1
1820,ARID3A
94115,CGB8
340745,LRIT2
338094,FAM151A
389799,C9orf171
63932,CXorf56
144363,LYRM5
54540,FAM193B
158234,TRMT10B
113835,ZNF257
349565,NMNAT3
392862,GRID2IP
10021,HCN4
1232,CCR3
390195,OR5AN1
154810,AMOTL1
629,CFB
388552,BLOC1S3
23135,KDM6B
6597,SMARCA4
5978,REST
56000,NXF3
494115,RBMXL1
53349,ZFYVE1
390874,ONECUT3
80108,ZFP2
10435,CDC42EP2
51706,CYB5R1
41,ASIC1
57828,CATSPERG
51103,NDUFAF1
54440,SASH3
5406,PNLIP
359845,FAM101B
115825,WDFY2
54809,SAMD9
2120,ETV6
100129126,LOC100129126
148103,ZNF599
8242,KDM5C
493,ATP2B4
50515,CHST11
22999,RIMS1
7485,WRB
29105,CFAP20
6866,TAC3
56888,KCMF1
641589,LOC641589
4215,MAP3K3
101927844,LOC101927844
10321,CRISP3
147699,PPM1N
8694,DGAT1
1953,MEGF6
390916,NUDT19
105370815,LOC105370815
257177,CFAP126
6294,SAFB
101929627,LOC101929627
140836,BANF2
5675,PSG6
80829,ZFP91
10154,PLXNC1
1381,CRABP1
101929895,LOC101929895
100862671,TMEM265
163732,CITED4
762,CA4
84284,NTPCR
29993,PACSIN1
23268,DNMBP
145567,TTC7B
43847,KLK14
7035,TFPI
105374103,LOC105374103
3460,IFNGR2
105370380,LOC105370380
9582,APOBEC3B
2841,GPR18
190,NR0B1
58985,IL22RA1
342931,RFPL4A
7182,NR2C2
199675,MCEMP1
5539,PPY
317705,VN1R5
4920,ROR2
54958,TMEM160
1339,COX6A2
79050,NOC4L
650,BMP2
1650,DDOST
84553,FAXC
100527978,TMEM56-RWDD3
7015,TERT
57037,ANKMY2
144193,AMDHD1
105374372,LOC105374372
114783,LMTK3
60492,CCDC90B
647087,C7orf73
720,C4A
9851,KIAA0753
23568,ARL2BP
6427,SRSF2
55846,ITFG2
54763,ROPN1
3157,HMGCS1
1514,CTSL
100129528,MUC8
911,CD1C
57658,CALCOCO1
84417,C2orf40
23401,FRAT2
6015,RING1
5236,PGM1
4617,MYF5
26253,CLEC4E
9715,FAM131B
2990,GUSB
728215,FAM155A
100506658,OCLN
9096,TBX18
323,APBB2
151647,FAM19A4
22829,NLGN4Y
338645,LUZP2
388667,C1orf137
105369590,LOC105369590
6696,SPP1
5069,PAPPA
81850,KRTAP1-3
260293,CYP4X1
139596,UPRT
200879,LIPH
128602,C20orf85
389119,FAM212A
3418,IDH2
7148,TNXB
117583,PARD3B
4481,MSR1
27141,CIDEB
10603,SH2B2
23452,ANGPTL2
9984,THOC1
1211,CLTA
51233,DRICH1
390174,OR9G1
113540,CMTM1
388531,RGS9BP
221662,RBM24
285242,HTR3E
6560,SLC12A4
140612,ZFP28
5957,RCVRN
3290,HSD11B1
9412,MED21
2687,GGT5
105379282,LOC105379282
8793,TNFRSF10D
51066,SSUH2
347734,SLC35B2
23550,PSD4
407977,TNFSF12-TNFSF13
8036,SHOC2
118471,PRAP1
160728,SLC5A8
133957,CCDC127
64180,DPEP3
27005,USP21
54788,DNAJB12
2099,ESR1
100996571,CYYR1-AS1
148066,ZNRF4
85002,FAM86B1
222826,FAM217A
4668,NAGA
7448,VTN
6845,VAMP7
135250,RAET1E
55224,ETNK2
80975,TMPRSS5
25814,ATXN10
2551,GABPA
79736,TEFM
7006,TEC
388228,SBK1
399473,SPRED3
90957,DHX57
5654,HTRA1
254910,LCE5A
10736,SIX2
54033,RBM11
158135,TTLL11
10133,OPTN
51382,ATP6V1D
105378979,LOC105378979
741,ZNHIT2
57488,ESYT2
84263,HSDL2
127544,RNF19B
138805,OR13F1
56731,SLC2A4RG
56112,PCDHGA3
3439,IFNA1
2820,GPD2
55605,KIF21A
8942,KYNU
153,ADRB1
401409,RAB19
284184,C17orf89
5518,PPP2R1A
55540,IL17RB
22864,R3HDM2
255798,SMCO1
4899,NRF1
54921,CHTF8
219493,OR5AR1
11021,RAB35
2232,FDXR
79029,SPATA5L1
391195,OR2T33
8354,HIST1H3I
1629,DBT
340554,ZC3H12B
7597,ZBTB25
84532,ACSS1
105377621,LOC105377621
138050,HGSNAT
159686,CFAP58
28986,MAGEH1
4327,MMP19
3708,ITPR1
55745,AP5M1
140902,R3HDML
1041,CDSN
84968,PNMA6A
338339,CLEC4D
284048,LOC284048
6406,SEMG1
387758,FIBIN
5787,PTPRB
55809,TRERF1
360226,PRSS41
3120,HLA-DQB2
79917,MAGIX
1493,CTLA4
23380,SRGAP2
7866,IFRD2
56261,GPCPD1
11321,GPN1
3572,IL6ST
140766,ADAMTS14
2953,GSTT2
100996401,LOC100996401
9075,CLDN2
302,ANXA2
7294,TXK
91978,TPGS1
388646,GBP7
6675,UAP1
5032,P2RY11
55070,DET1
728400,USP17L28
56995,TULP4
11154,AP4S1
102724052,LOC102724052
8503,PIK3R3
1762,DMWD
58525,WIZ
645104,CLRN2
1834,DSPP
84665,MYPN
258010,SVIP
283745,LOC283745
7127,TNFAIP2
63874,ABHD4
57149,LYRM1
54482,TRMT13
3841,KPNA5
84667,HES7
9963,SLC23A1
571,BACH1
5341,PLEK
29802,VPREB3
23077,MYCBP2
6539,SLC6A12
283578,TMED8
5920,RARRES3
55958,KLHL9
3269,HRH1
101927681,LOC101927681
9391,CIAO1
2650,GCNT1
105379261,LOC105379261
8772,FADD
105369869,LOC105369869
23513,SCRIB
64762,GAREM
5348,FXYD1
359787,DPPA3
4729,NDUFV2
101927767,LOC101927767
2078,ERG
9208,LRRFIP1
435,ASL
124359,CDYL2
127254,ERICH3
22941,SHANK2
49854,ZBTB21
29063,ZCCHC4
4157,MC1R
55203,LGI2
10279,PRSS16
8636,SSNA1
1911,PHC1
85417,CCNB3
222611,ADGRF2
84814,PPAPDC3
84310,C7orf50
6236,RRAD
57282,SLC4A10
5774,PTPN3
102725072,LOC102725072
4593,MUSK
10654,PMVK
246100,CTAG1A
27253,PCDH17
10715,CERS1
3990,LIPC
105372836,LOC105372836
403312,LOC403312
497189,TIFAB
105378958,LOC105378958
285973,ATG9B
57467,HHATL
84226,C2orf16
119774,OR52K2
29951,PDZRN4
23210,JMJD6
101059914,LOC101059914
439915,KRTAP5-5
80199,FUZ
140596,DEFB104A
2799,GNS
8905,AP1S2
132,ADK
8148,TAF15
256380,SCML4
100996758,CH17-360D5.1
4069,LYZ
4878,NPPA
54900,LAX1
157570,ESCO2
78992,YIPF2
1592,CYP26A1
101928058,LOC101928058
340533,KIAA2022
105371478,LOC105371478
165545,DQX1
284615,ANKRD34A
6957,TRB
56979,PRDM9
255189,PLA2G4F
134187,POU5F2
105374314,LOC105374314
25926,NOL11
100289265,FAM197Y1
10412,NSA2
3687,ITGAX
2044,EPHA5
84947,SERAC1
6369,CCL24
378948,RBMY1B
54764,ZRANB1
360205,PRAC2
149685,ADIG
3099,HK2
102724770,LOC102724770
197407,ZNF48
9221,NOLC1
1456,CSNK1G3
101929970,LOC101929970
57600,FNIP2
339778,C2orf70
23359,FAM189A1
84305,WIBG
83756,TAS1R3
5178,PEG3
3551,IKBKB
80332,ADAM33
9657,IQCB1
2932,GSK3B
79713,IGFLR1
9054,NFS1
265,AMELX
7257,TSNAX
5630,PRPH
64425,POLR1E
55652,SLC48A1
55033,FKBP14
81792,ADAMTS12
728379,USP17L26
148930,KNCN
11133,KPTN
148327,CREB3L4
1741,DLG3
58488,PCTP
51763,INPP5K
100128731,OST4
353513,VCY1B
126917,IFFO2
7090,TLE3
4439,MSH5
54461,FBXW5
245930,DEFB116
1009,CDH11
3820,KLRB1
53842,CLDN22
9942,XYLB
1153,CIRBP
23659,PLA2G15
84056,KATNAL1
344191,EVX2
29781,NCAPH2
23040,MYT1L
134553,C5orf24
6518,SLC2A5
196385,DNAH10
152485,ZNF827
5899,RALB
285659,OR2V2
9354,UBE4A
2629,GBA
128408,BHLHE23
8751,ADAM15
51008,ASCC1
119016,AGAP4
285636,C5orf51
7978,MTERF1
83889,WDR87
282969,FUOM
5327,PLAT
64122,FN3K
55349,CHDH
729857,RGPD2
124535,HSF5
4708,NDUFB2
3065,HDAC1
8087,FXR1
79862,ZNF669
9187,SLC24A1
414,ARSD
373863,DND1
22904,SBNO2
6787,NEK4
55182,RNF220
10242,KCNMB2
283078,MKX
341418,OR6C4
8615,USO1
132946,ARL9
105370720,LOC105370720
375323,LHFPL4
283254,HARBI1
135644,TRIM40
10694,CCT8
3953,LEPR
147872,CCDC155
10075,HUWE1
1302,COL11A2
51324,SPG21
100529257,SYNJ2BP-COX16
375775,PNPLA7
