chembl_id,name
CHEMBL496,HEXACHLOROPHENE
CHEMBL497,CLIOQUINOL
CHEMBL10878,AGOMELATINE
CHEMBL88,CYCLOPHOSPHAMIDE ANHYDROUS
CHEMBL498,CHLORPROPAMIDE
CHEMBL499,TIMOLOL
CHEMBL500,PINDOLOL
CHEMBL11359,CISPLATIN
CHEMBL276832,HYDRALAZINE
CHEMBL501,AMPHETAMINE SULFATE
CHEMBL267345,AMPHOTERICIN B
CHEMBL90,HISTAMINE
CHEMBL91,MICONAZOLE
CHEMBL92,DOCETAXEL ANHYDROUS
CHEMBL93,ZILEUTON
CHEMBL95,TACRINE
CHEMBL502,DONEPEZIL
CHEMBL503,LOVASTATIN
CHEMBL11662,OZAGREL
CHEMBL269644,ACETANILIDE
CHEMBL504,DIMETHYL SULFOXIDE
CHEMBL505,CHLORPHENIRAMINE
CHEMBL506,PRIMAQUINE
CHEMBL509,MECLOFENAMIC ACID
CHEMBL511,PYRILAMINE
CHEMBL12713,SERTINDOLE
CHEMBL513,CARMUSTINE
CHEMBL514,LOMUSTINE
CHEMBL515,CHLORAMBUCIL
CHEMBL516,CYPROHEPTADINE
CHEMBL12856,INAMRINONE
CHEMBL517,DISOPYRAMIDE
CHEMBL98,VORINOSTAT
CHEMBL521,IBUPROFEN
CHEMBL13376,CLOMETACIN
CHEMBL13280,FLUNITRAZEPAM
CHEMBL524,METHOXAMINE
CHEMBL526,PROPOFOL
CHEMBL527,PIROXICAM
CHEMBL528,CEFTIZOXIME
CHEMBL101,PHENYLBUTAZONE
CHEMBL529,AZITHROMYCIN
CHEMBL530,AMDINOCILLIN
CHEMBL531,PERGOLIDE
CHEMBL532,ERYTHROMYCIN
CHEMBL533,IBUTILIDE
CHEMBL103,PROGESTERONE
CHEMBL534,KETOTIFEN
CHEMBL535,SUNITINIB
CHEMBL537,HYDROQUINONE
CHEMBL539,ACETIC ACID
CHEMBL14060,PHENOL
CHEMBL544,MEQUINOL
CHEMBL104,CLOTRIMAZOLE
CHEMBL105,MITOMYCIN
CHEMBL545,ALCOHOL
CHEMBL546,OXPRENOLOL
CHEMBL106,FLUCONAZOLE
CHEMBL547,ISOTRETINOIN
CHEMBL14376,ILOPERIDONE
CHEMBL548,DINOPROSTONE
CHEMBL278020,NEOSTIGMINE
CHEMBL14370,REBOXETINE
CHEMBL549,CITALOPRAM
CHEMBL550,PILOCARPINE
CHEMBL107,COLCHICINE
CHEMBL553,ERLOTINIB
CHEMBL554,LAPATINIB
CHEMBL108,CARBAMAZEPINE
CHEMBL109,VALPROIC ACID
CHEMBL277100,TEMAFLOXACIN
CHEMBL110,BENZNIDAZOLE
CHEMBL556,DEFEROXAMINE
CHEMBL558,MEXILETINE
CHEMBL559,DEXTROTHYROXINE
CHEMBL111,RIMONABANT
CHEMBL273575,NOMIFENSINE
CHEMBL561,LOMEFLOXACIN
CHEMBL562,GRISEOFULVIN
CHEMBL563,FLURBIPROFEN
CHEMBL564,PROMAZINE
CHEMBL565,CLOFIBRATE
CHEMBL112,ACETAMINOPHEN
CHEMBL113,CAFFEINE
CHEMBL16073,PHENACETIN
CHEMBL567,PERPHENAZINE
CHEMBL568,OXAZEPAM
CHEMBL15770,SULINDAC
CHEMBL15677,FENCLOFENAC
CHEMBL276520,INDALPINE
CHEMBL569,PROCAINE
CHEMBL570,TRIFLUPROMAZINE
CHEMBL571,KETOPROFEN
CHEMBL572,NITROFURANTOIN
CHEMBL15870,INDOPROFEN
CHEMBL15891,LINDANE
CHEMBL573,NIACIN
CHEMBL575,METHICILLIN
CHEMBL16080,TRICHLOROETHANE
CHEMBL577,ENALAPRILAT ANHYDROUS
CHEMBL578,ENALAPRIL
CHEMBL580,LORAZEPAM
CHEMBL582,ISOPROPYL ALCOHOL
CHEMBL583,GREPAFLOXACIN
CHEMBL114,SAQUINAVIR
CHEMBL115,INDINAVIR ANHYDROUS
CHEMBL584,NELFINAVIR
CHEMBL116,AMPRENAVIR
CHEMBL585,TRIAMTERENE
CHEMBL16476,PRONETALOL
CHEMBL118,CELECOXIB
CHEMBL119,TRIMETREXATE
CHEMBL588,FENOLDOPAM
CHEMBL589,ROPINIROLE
CHEMBL590,MENADIONE
CHEMBL591,ETHCHLORVYNOL
CHEMBL17157,TERFENADINE
CHEMBL592,LEVORPHANOL
CHEMBL593,DELAVIRDINE
CHEMBL594,EMEDASTINE
CHEMBL595,PIOGLITAZONE
CHEMBL596,FENTANYL
CHEMBL121,ROSIGLITAZONE
CHEMBL17879,MARALIXIBAT CHLORIDE
CHEMBL17860,LOFEXIDINE
CHEMBL597,PHENTOLAMINE
CHEMBL18442,PLERIXAFOR
CHEMBL18116,TOLOXATONE
CHEMBL599,MELOXICAM
CHEMBL600,ACETYLCYSTEINE
CHEMBL601,AMINOLEVULINIC ACID
CHEMBL602,CYSTEAMINE
CHEMBL19019,NALTREXONE
CHEMBL603,ZAFIRLUKAST
CHEMBL276568,"CEFPROZIL ANHYDROUS, (E)-"
CHEMBL122,ROFECOXIB
CHEMBL19236,MOXONIDINE
CHEMBL604,CUPRIC SULFATE
CHEMBL605,PROCAINAMIDE HYDROCHLORIDE
CHEMBL606,MISOPROSTOL
CHEMBL278623,MACIMORELIN
CHEMBL607,MEPERIDINE
CHEMBL282052,METHAQUALONE
CHEMBL608,PROBUCOL
CHEMBL19299,LOXOPROFEN
CHEMBL609,TRIENTINE
CHEMBL19490,ZOMEPIRAC
CHEMBL611,TERAZOSIN
CHEMBL19393,LEVAMFETAMINE
CHEMBL612,DEXTROAMPHETAMINE
CHEMBL282724,SITAXENTAN
CHEMBL614,PYRAZINAMIDE
CHEMBL19449,IBUDILAST
CHEMBL282042,SAQUINAVIR MESYLATE
CHEMBL615,PENICILLIN V
CHEMBL617,CEPHALOTHIN
CHEMBL125,MILTEFOSINE
CHEMBL126,LINEZOLID
CHEMBL620,CLIDINIUM
CHEMBL127,MEROPENEM
CHEMBL621,TRAZODONE
CHEMBL622,ETODOLAC
CHEMBL21333,PRANLUKAST
CHEMBL623,NEFAZODONE
CHEMBL625,THIABENDAZOLE
CHEMBL21536,XANOMELINE
CHEMBL626,NAFTIFINE
CHEMBL628,PENTOXIFYLLINE
CHEMBL629,AMITRIPTYLINE
CHEMBL21869,DIBROMSALAN
CHEMBL24944,TRIBROMSALAN
CHEMBL128,SUMATRIPTAN
CHEMBL631,PROPAFENONE
CHEMBL632,BETAMETHASONE
CHEMBL633,AMIODARONE
CHEMBL634,ALFENTANIL
CHEMBL635,PREDNISONE
CHEMBL636,RIVASTIGMINE
CHEMBL637,VENLAFAXINE
CHEMBL129,ZIDOVUDINE
CHEMBL638,VORICONAZOLE
CHEMBL639,AZELASTINE
CHEMBL130,CHLORAMPHENICOL
CHEMBL640,PROCAINAMIDE
CHEMBL641,ATOMOXETINE
CHEMBL642,ACEBUTOLOL
CHEMBL643,PROMETHAZINE
CHEMBL131,PREDNISOLONE
CHEMBL644,TRIMIPRAMINE
CHEMBL645,BISOPROLOL
CHEMBL646,TRIAZOLAM
CHEMBL647,APRACLONIDINE
CHEMBL648,CYCLIZINE
CHEMBL434394,NEBIVOLOL
CHEMBL650,METHYLPREDNISOLONE
CHEMBL651,METHADONE
CHEMBL652,FLECAINIDE
CHEMBL134,CLONIDINE
CHEMBL654,MIRTAZAPINE
CHEMBL655,MIDAZOLAM
CHEMBL22242,REMOXIPRIDE
CHEMBL656,OXYCODONE
CHEMBL135,ESTRADIOL
CHEMBL657,DIPHENHYDRAMINE
CHEMBL658,SUFENTANIL
CHEMBL659,GALANTAMINE
CHEMBL660,AMANTADINE
CHEMBL661,ALPRAZOLAM
CHEMBL21731,MAPROTILINE
CHEMBL666,FOSCARNET
CHEMBL667,ACETYLCHOLINE
CHEMBL137,METRONIDAZOLE
CHEMBL668,PROTRIPTYLINE
CHEMBL669,CYCLOBENZAPRINE
CHEMBL671,THIOTEPA
CHEMBL672,FENOFIBRATE
CHEMBL673,PARGYLINE
CHEMBL675,ALENDRONATE SODIUM
CHEMBL677,LEVONORDEFRIN
CHEMBL679,EPINEPHRINE
CHEMBL680,CEFACLOR ANHYDROUS
CHEMBL681,ETOMIDATE
CHEMBL682,AMODIAQUINE
CHEMBL684,DIETHYLCARBAMAZINE
CHEMBL685,MEBENDAZOLE
CHEMBL139,DICLOFENAC
CHEMBL686,MEFENAMIC ACID
CHEMBL688,FENTANYL CITRATE
CHEMBL689,MANNITOL
CHEMBL690,PRAVASTATIN SODIUM
CHEMBL24072,PRENYLAMINE
CHEMBL691,ETHINYL ESTRADIOL
CHEMBL284348,DALFAMPRIDINE
CHEMBL692,GLYCERIN
CHEMBL695,TRIMETHADIONE
CHEMBL696,ETHOSUXIMIDE
CHEMBL697,METHSUXIMIDE
CHEMBL698,TETRACAINE
CHEMBL700,SULFAPYRIDINE
CHEMBL701,BACLOFEN
CHEMBL702,PIPERACILLIN
CHEMBL703,SUXAMETHONIUM
CHEMBL704,MESALAMINE
CHEMBL705,ALITRETINOIN
CHEMBL706,CETYL ALCOHOL
CHEMBL24778,SILODOSIN
CHEMBL282468,CHOLINE CHLORIDE
CHEMBL707,DOXAZOSIN
CHEMBL24828,VANDETANIB
CHEMBL278819,MINAPRINE
CHEMBL25202,TAMIBAROTENE
CHEMBL708,ZIPRASIDONE
CHEMBL709,ALFUZOSIN
CHEMBL710,FINASTERIDE
CHEMBL711,PHENINDIONE
CHEMBL712,ANISINDIONE
CHEMBL713,ENTECAVIR ANHYDROUS
CHEMBL141,LAMIVUDINE
CHEMBL714,ALBUTEROL
CHEMBL715,OLANZAPINE
CHEMBL716,QUETIAPINE
CHEMBL717,MEDROXYPROGESTERONE ACETATE
CHEMBL719,MUPIROCIN
CHEMBL720,BENZYL ALCOHOL
CHEMBL28318,PROPYPHENAZONE
CHEMBL723,CARVEDILOL
CHEMBL726,FLUPHENAZINE
CHEMBL727,THIOGUANINE
CHEMBL27193,DILEVALOL
CHEMBL728,PROCHLORPERAZINE
CHEMBL729,LOPINAVIR
CHEMBL730,NITROGLYCERIN
CHEMBL734,ACETOHYDROXAMIC ACID
CHEMBL738,THIOPENTAL SODIUM
CHEMBL30219,METHOHEXITAL SODIUM
CHEMBL741,LAMOTRIGINE
CHEMBL742,KETAMINE
CHEMBL744,RILUZOLE
CHEMBL746,NEDOCROMIL
CHEMBL748,PRALIDOXIME CHLORIDE
CHEMBL750,ZONISAMIDE
CHEMBL752,ADENOSINE PHOSPHATE
CHEMBL753,PHENOXYBENZAMINE
CHEMBL754,FOSCARNET SODIUM
CHEMBL760,ANAGRELIDE
CHEMBL761,NAPHAZOLINE
CHEMBL762,OXYMETAZOLINE
CHEMBL765,GUANETHIDINE
CHEMBL766,CILASTATIN
CHEMBL768,ESMOLOL
CHEMBL770,TOLAZOLINE
CHEMBL771,CYCLOSERINE
CHEMBL148,IMIPENEM ANHYDROUS
CHEMBL772,RESERPINE
CHEMBL773,GLYCINE
CHEMBL776,METAPROTERENOL
CHEMBL777,CLAVULANIC ACID
CHEMBL778,DEXMEDETOMIDINE
CHEMBL779,TADALAFIL
CHEMBL33986,BUTORPHANOL
CHEMBL780,PENTETIC ACID
CHEMBL781,MAZINDOL
CHEMBL290106,BITHIONOL
CHEMBL782,TOLBUTAMIDE
CHEMBL783,NATEGLINIDE
CHEMBL32479,BROTIZOLAM
CHEMBL786,TAMOXIFEN CITRATE
CHEMBL787,MONTELUKAST
CHEMBL788,IDOXURIDINE
CHEMBL36506,NOVOBIOCIN
CHEMBL152,CIDOFOVIR ANHYDROUS
CHEMBL790,CHLORHEXIDINE
CHEMBL32800,FENOTEROL
CHEMBL796,METHYLPHENIDATE
CHEMBL285674,ESTAZOLAM
CHEMBL797,PHENSUXIMIDE
CHEMBL34259,METHOTREXATE
CHEMBL284092,GEPIRONE
CHEMBL799,CILOSTAZOL
CHEMBL802,MINOXIDIL
CHEMBL154,NAPROXEN
CHEMBL416956,MEFLOQUINE
CHEMBL803,CYTARABINE
CHEMBL806,FLUTAMIDE
CHEMBL807,MEMANTINE
CHEMBL808,ECONAZOLE
CHEMBL809,SERTRALINE
CHEMBL810,TEMOZOLOMIDE
CHEMBL811,BROMPHENIRAMINE
CHEMBL37744,ZIMELDINE
CHEMBL812,PYRIDOSTIGMINE BROMIDE
CHEMBL813,EPROSARTAN
CHEMBL289469,GRANISETRON
CHEMBL814,FLUVOXAMINE
CHEMBL441738,AFAMELANOTIDE
CHEMBL815,DINOPROST
CHEMBL39736,BUFORMIN
CHEMBL38827,LUMEFANTRINE
CHEMBL817,TOLAZAMIDE
CHEMBL818,IOBENGUANE
CHEMBL819,OXACILLIN
CHEMBL290960,NIFURTIMOX
CHEMBL820,BUSULFAN
CHEMBL821,GUANIDINE
CHEMBL822,TERBINAFINE
CHEMBL826,ENOXACIN
CHEMBL827,DEXMETHYLPHENIDATE
CHEMBL829,METHYLPROMAZINE
CHEMBL43128,PRIMAQUINE PHOSPHATE
CHEMBL830,EFLORNITHINE
CHEMBL831,LOXAPINE
CHEMBL832,SULFINPYRAZONE
CHEMBL288470,AMINOPYRINE
CHEMBL833,TICLOPIDINE
CHEMBL290916,EDARAVONE
CHEMBL834,PAMIDRONIC ACID
CHEMBL289480,RILMENIDINE
CHEMBL836,TAMSULOSIN
CHEMBL158,AZTREONAM
CHEMBL44354,CEFTAZIDIME
CHEMBL838,BENAZEPRIL
CHEMBL41355,EZOGABINE
CHEMBL288441,BOSUTINIB
CHEMBL839,CARTEOLOL
CHEMBL841,LOPERAMIDE
CHEMBL842,CHLOROTHIAZIDE
CHEMBL843,ROSIGLITAZONE MALEATE
CHEMBL844,BRIMONIDINE
CHEMBL43452,POMALIDOMIDE
CHEMBL846,CALCITRIOL
CHEMBL847,OXAMNIQUINE
CHEMBL848,LENALIDOMIDE
CHEMBL849,TRICLOSAN
CHEMBL850,SPARFLOXACIN
CHEMBL852,MELPHALAN
CHEMBL853,ZALCITABINE
CHEMBL855,TRIPROLIDINE
CHEMBL296419,ASTEMIZOLE
CHEMBL46740,BAZEDOXIFENE
CHEMBL856,PRIMIDONE
CHEMBL857,BIOTIN
CHEMBL861,MEPHENYTOIN
CHEMBL46917,CARBARIL
CHEMBL862,GUANFACINE
CHEMBL863,CYSTEINE
CHEMBL864,CARBINOXAMINE
CHEMBL295124,BERBERINE
CHEMBL865,VALDECOXIB
CHEMBL296913,PARECOXIB SODIUM
CHEMBL44884,ETHAMBUTOL
CHEMBL44618,CHLOROFORM
CHEMBL866,MYCOPHENOLIC ACID
CHEMBL44657,ETOPOSIDE
CHEMBL867,IOPANOIC ACID
CHEMBL46286,OMACETAXINE MEPESUCCINATE
CHEMBL48449,CANTHARIDIN
CHEMBL262777,VANCOMYCIN
CHEMBL869,NITROFURAZONE
CHEMBL870,ALENDRONIC ACID
CHEMBL871,ETIDRONIC ACID
CHEMBL159,VINBLASTINE
CHEMBL45816,MIBEFRADIL
CHEMBL295698,LEVOKETOCONAZOLE
CHEMBL298470,TAFENOQUINE
CHEMBL160,CYCLOSPORINE
CHEMBL877,TRANEXAMIC ACID
CHEMBL878,METOLAZONE
CHEMBL880,FAMCICLOVIR
CHEMBL885,EMTRICITABINE
CHEMBL887,RASAGILINE
CHEMBL888,GEMCITABINE
CHEMBL296306,LACTULOSE
CHEMBL48582,SAFINAMIDE MESYLATE
CHEMBL891,CLOXACILLIN
CHEMBL299400,BUTORPHANOL TARTRATE
CHEMBL893,DICLOXACILLIN
CHEMBL894,BUPROPION
CHEMBL50588,EMETINE
CHEMBL895,NALBUPHINE
CHEMBL52440,DEXTROMETHORPHAN
CHEMBL896,HYDROXYZINE
CHEMBL897,PROBENECID
CHEMBL898,DIFLUNISAL
CHEMBL900,ORPHENADRINE
CHEMBL902,FAMOTIDINE
CHEMBL53292,ISOXICAM
CHEMBL53463,DOXORUBICIN
CHEMBL904,DEXMETHYLPHENIDATE HYDROCHLORIDE
CHEMBL905,RIZATRIPTAN
CHEMBL908,CHLORPROTHIXENE
CHEMBL911,ZOLPIDEM
CHEMBL914,FEXOFENADINE
CHEMBL915,NEDOCROMIL SODIUM
CHEMBL916,TIROFIBAN
CHEMBL53418,DANTHRON
CHEMBL917,FLOXURIDINE
CHEMBL918,PHENACEMIDE
CHEMBL919,FOSPHENYTOIN SODIUM
CHEMBL54349,ALPIDEM
CHEMBL922,ADEFOVIR DIPIVOXIL
CHEMBL161,CEFTRIAXONE
CHEMBL923,RISEDRONIC ACID
CHEMBL924,ZOLEDRONIC ACID ANHYDROUS
CHEMBL264241,ANIDULAFUNGIN
CHEMBL925,TYROSINE
CHEMBL926,DOBUTAMINE
CHEMBL56021,LEVACETYLLEUCINE
CHEMBL927,CEFDINIR
CHEMBL54976,TRYPTOPHAN
CHEMBL928,DANTROLENE SODIUM
CHEMBL298734,LONAFARNIB
CHEMBL929,DELAVIRDINE MESYLATE
CHEMBL930,GLUTAMINE
CHEMBL56367,NIMESULIDE
CHEMBL931,HALOTHANE
CHEMBL932,DIPYRIDAMOLE
CHEMBL934,METYRAPONE
CHEMBL936,DIPHENIDOL
CHEMBL937,DIETHYLCARBAMAZINE CITRATE
CHEMBL55643,COPPER
CHEMBL938,SARALASIN
CHEMBL163,RITONAVIR
CHEMBL939,GEFITINIB
CHEMBL940,GABAPENTIN
CHEMBL291338,"3,3',4',5-TETRACHLOROSALICYLANILIDE"
CHEMBL58323,LACOSAMIDE
CHEMBL941,IMATINIB
CHEMBL301265,PRAMIPEXOLE
CHEMBL942,BISACODYL
CHEMBL56337,EPALRESTAT
CHEMBL944,CHLOROPROCAINE HYDROCHLORIDE
CHEMBL945,AMILORIDE
CHEMBL946,AZATADINE
CHEMBL58510,CHLOROQUINE PHOSPHATE
CHEMBL951,IOPHENDYLATE
CHEMBL294199,CAPSAICIN
CHEMBL953,ENTACAPONE
CHEMBL61593,CYCLOTHIAZIDE
CHEMBL956,SUPROFEN
CHEMBL957,BOSENTAN
CHEMBL959,RIMANTADINE
CHEMBL960,LEFLUNOMIDE
CHEMBL62193,SULFADIMETHOXINE
CHEMBL61006,PHENYLPROPANOLAMINE
CHEMBL962,EPOPROSTENOL SODIUM
CHEMBL963,OXYMORPHONE
CHEMBL964,DISULFIRAM
CHEMBL965,CARBAMOYLCHOLINE
CHEMBL967,TEMAZEPAM
CHEMBL968,FLURAZEPAM
CHEMBL969,PRAZEPAM
CHEMBL970,HALAZEPAM
CHEMBL971,PENTOBARBITAL SODIUM
CHEMBL972,SELEGILINE
CHEMBL973,TERIFLUNOMIDE
CHEMBL975,MESNA
CHEMBL64391,ITRACONAZOLE
CHEMBL64894,GENTIAN VIOLET
CHEMBL976,PRAZIQUANTEL
CHEMBL977,HYDROCORTISONE HEMISUCCINATE ANHYDROUS
CHEMBL978,METHACHOLINE
CHEMBL979,MEPROBAMATE
CHEMBL980,GUAIFENESIN
CHEMBL981,FENOFIBRIC ACID
CHEMBL982,NALMEFENE
CHEMBL983,SUCCINYLCHOLINE CHLORIDE
CHEMBL984,MIVACURIUM CHLORIDE
CHEMBL985,UREA
CHEMBL65375,TIPIRACIL HYDROCHLORIDE
CHEMBL291657,CRINECERFONT
CHEMBL63857,PHENOLPHTHALEIN
CHEMBL986,RETINOL
CHEMBL989,FLUOCINOLONE ACETONIDE
CHEMBL990,BUTENAFINE
CHEMBL991,STAVUDINE
CHEMBL995,LOSARTAN POTASSIUM
CHEMBL996,CEFOXITIN
CHEMBL70046,SORIVUDINE
CHEMBL997,IBANDRONIC ACID
CHEMBL998,LORATADINE
CHEMBL305660,EBASTINE
CHEMBL1000,CETIRIZINE
CHEMBL70418,CLOBAZAM
CHEMBL1002,LEVOSALBUTAMOL
CHEMBL1003,CLAVULANATE POTASSIUM
CHEMBL1004,DOXYLAMINE
CHEMBL70972,SERATRODAST
CHEMBL1005,REMIFENTANIL
CHEMBL70927,DEFERIPRONE
CHEMBL1006,AMIFOSTINE
CHEMBL1007,GONADORELIN
CHEMBL1008,BEPRIDIL
CHEMBL1009,LEVODOPA
CHEMBL1010,CEFOTAXIME SODIUM
CHEMBL308954,ETRAVIRINE
CHEMBL306700,VILOXAZINE
CHEMBL1013,LORACARBEF ANHYDROUS
CHEMBL74632,MOXALACTAM
CHEMBL1014,CANDESARTAN CILEXETIL
CHEMBL1015,EVANS BLUE FREE ACID
CHEMBL1017,TELMISARTAN
CHEMBL1018,DIENESTROL
CHEMBL75435,DEXKETOPROFEN
CHEMBL73234,CARBETAPENTANE
CHEMBL1020,TOLMETIN
CHEMBL1021,NEPAFENAC
CHEMBL75880,PERHEXILINE
CHEMBL1023,BEXAROTENE
CHEMBL1024,IFOSFAMIDE
CHEMBL1025,ISOFLUROPHATE
CHEMBL1026,FENOLDOPAM MESYLATE
CHEMBL1027,TIAGABINE
CHEMBL76370,TEGASEROD
CHEMBL431770,ISTRADEFYLLINE
CHEMBL1029,MIGLUSTAT
CHEMBL1034,DICLOFENAC SODIUM
CHEMBL1037,GUANADREL
CHEMBL1040,CALCIFEDIOL ANHYDROUS
CHEMBL1042,CHOLECALCIFEROL
CHEMBL1043,DAPSONE
CHEMBL1046,AMINOCAPROIC ACID
CHEMBL421701,DITHIAZANINE IODIDE
CHEMBL311498,CIANIDANOL
CHEMBL420762,MOZAVAPTAN
CHEMBL1051,LATANOPROST
CHEMBL1054,TRICHLORMETHIAZIDE
CHEMBL1055,CHLORTHALIDONE
CHEMBL316157,CEPHALORIDINE
CHEMBL1057,FLUORESCEIN
CHEMBL1059,PREGABALIN
CHEMBL1060,"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS"
CHEMBL1064,SIMVASTATIN
CHEMBL83063,RITODRINE
CHEMBL1065,METHYSERGIDE
CHEMBL1068,OXCARBAZEPINE
CHEMBL1069,VALSARTAN
CHEMBL315838,ENCAINIDE
CHEMBL86304,MOCLOBEMIDE
CHEMBL85231,MEDIFOXAMINE
CHEMBL1070,NABUMETONE
CHEMBL1071,OXAPROZIN
CHEMBL86715,PROCYCLIDINE
CHEMBL1072,BUMETANIDE
CHEMBL1073,GLIPIZIDE
CHEMBL87493,FENFLURAMINE
CHEMBL1075,MORICIZINE
CHEMBL87992,ESLICARBAZEPINE ACETATE
CHEMBL1077,BROMFENAC
CHEMBL1079,TIZANIDINE
CHEMBL89598,VIGABATRIN
CHEMBL90555,VINCRISTINE
CHEMBL1082,AMOXICILLIN
CHEMBL313972,MASOPROCOL
CHEMBL314854,FINGOLIMOD
