entrez_id,doid,evidence
958,DOID:2841,DisGeNET
1030,DOID:1686,DisGeNET;GWAS Catalog
2638,DOID:3083,DOAF
23314,DOID:1324,DisGeNET
23411,DOID:3393,DisGeNET
7422,DOID:1909,DISEASES;DOAF
6648,DOID:5041,DisGeNET
7099,DOID:2377,DOAF
6317,DOID:5041,DisGeNET
3880,DOID:2841,DisGeNET
2585,DOID:2986,DisGeNET
53615,DOID:12849,DisGeNET
5886,DOID:10534,DisGeNET
4285,DOID:9835,GWAS Catalog
6885,DOID:10283,DisGeNET
5308,DOID:1686,DISEASES;DOAF
285601,DOID:2394,DisGeNET
6812,DOID:1826,DISEASES;DisGeNET
5168,DOID:9970,DISEASES
7166,DOID:1595,DISEASES
1813,DOID:0050741,DISEASES
55839,DOID:2986,DisGeNET
1004,DOID:263,DISEASES
4842,DOID:9970,DisGeNET
5444,DOID:332,DOAF
81693,DOID:2355,DISEASES
3191,DOID:1612,DisGeNET
6347,DOID:10763,DISEASES;DisGeNET
640,DOID:13378,DisGeNET;GWAS Catalog
6528,DOID:263,DisGeNET
4904,DOID:1612,DisGeNET
2705,DOID:3571,DisGeNET
5551,DOID:12849,DisGeNET
2192,DOID:3312,GWAS Catalog
6714,DOID:1826,DisGeNET
81567,DOID:10283,DisGeNET
7442,DOID:1826,DisGeNET
254428,DOID:14227,DISEASES
10682,DOID:9835,DISEASES
3135,DOID:2841,DOAF;DisGeNET
1238,DOID:8778,DISEASES
2078,DOID:10283,DisGeNET
440387,DOID:4989,DisGeNET
153,DOID:10763,DISEASES;DOAF;DisGeNET
2125,DOID:2531,DISEASES
478,DOID:6364,DISEASES
5653,DOID:10652,DOAF
4049,DOID:2841,DOAF
43,DOID:10283,DisGeNET
79058,DOID:4045,DISEASES;DisGeNET
4067,DOID:9074,DisGeNET
7369,DOID:10763,DisGeNET;GWAS Catalog
9435,DOID:2986,DisGeNET
843,DOID:1909,DisGeNET
4089,DOID:1793,DISEASES;DisGeNET
9370,DOID:11714,DISEASES;DOAF;DisGeNET
6037,DOID:3310,DISEASES
4436,DOID:363,DISEASES
4436,DOID:2394,DISEASES;DisGeNET
4286,DOID:1115,DISEASES
5915,DOID:10534,DisGeNET
27306,DOID:1612,DISEASES
120892,DOID:8778,GWAS Catalog
10198,DOID:9352,GWAS Catalog
7369,DOID:585,DISEASES
2571,DOID:5419,DISEASES;DOAF
10403,DOID:2986,DisGeNET
8031,DOID:1781,DisGeNET
4915,DOID:10652,DISEASES
6237,DOID:10283,DisGeNET
4968,DOID:9352,DisGeNET
3670,DOID:8850,DISEASES
144577,DOID:11612,DisGeNET
2628,DOID:3393,DisGeNET
5465,DOID:3571,DisGeNET
1938,DOID:1612,DisGeNET
3291,DOID:2841,DisGeNET
9370,DOID:1936,DISEASES;DOAF;DisGeNET
133482,DOID:5419,GWAS Catalog
8831,DOID:12849,DISEASES;DisGeNET
3148,DOID:9970,DisGeNET
1471,DOID:10652,DOAF;DisGeNET
23788,DOID:9970,DISEASES;DisGeNET
3099,DOID:3393,DisGeNET
4153,DOID:10608,DOAF
201299,DOID:4045,DISEASES
6583,DOID:7148,DOAF;DisGeNET
3565,DOID:7148,DISEASES;DOAF
23583,DOID:1826,DISEASES
80264,DOID:11612,DisGeNET
10743,DOID:1909,DisGeNET
775,DOID:5419,DISEASES;DOAF;GWAS Catalog
3337,DOID:3571,DISEASES
79465,DOID:986,DisGeNET
3485,DOID:8850,DisGeNET
1604,DOID:1192,DisGeNET
6870,DOID:10763,DisGeNET
7015,DOID:4362,DisGeNET
51604,DOID:1826,DISEASES
3105,DOID:12361,DISEASES
596,DOID:10283,DisGeNET
1393,DOID:9970,DisGeNET
4313,DOID:1115,DOAF
9839,DOID:9835,GWAS Catalog
284217,DOID:9352,GWAS Catalog
7372,DOID:1612,DisGeNET
1634,DOID:2841,DisGeNET
595,DOID:5041,DISEASES;DisGeNET
64240,DOID:10283,DisGeNET
6647,DOID:9352,DisGeNET
653509,DOID:0050156,DisGeNET
8516,DOID:2394,DisGeNET
3356,DOID:11119,DISEASES
1058,DOID:418,DISEASES
3576,DOID:8778,DISEASES
1149,DOID:3571,DisGeNET
8880,DOID:3070,DISEASES
26762,DOID:1312,DisGeNET
327,DOID:10652,DISEASES
4233,DOID:1192,DisGeNET
3952,DOID:9352,DISEASES;DisGeNET;GWAS Catalog
3931,DOID:3393,DisGeNET;GWAS Catalog
2147,DOID:9970,DisGeNET
54901,DOID:9352,DISEASES;DisGeNET;GWAS Catalog
10159,DOID:10763,DISEASES
326,DOID:7148,GWAS Catalog
154288,DOID:2994,DISEASES
7516,DOID:1612,DISEASES;DisGeNET
1756,DOID:4045,DisGeNET
9699,DOID:1324,DisGeNET
4340,DOID:5419,DOAF
8358,DOID:3070,DisGeNET
2335,DOID:1312,DisGeNET
8897,DOID:2986,GWAS Catalog
1312,DOID:594,DISEASES;DOAF;DisGeNET
3439,DOID:1909,DISEASES;DisGeNET
26136,DOID:3070,DisGeNET
131965,DOID:1612,DisGeNET
7430,DOID:1115,DOAF
6239,DOID:1245,DISEASES
51181,DOID:10283,DisGeNET
773,DOID:6364,DISEASES;DOAF
2876,DOID:1612,DisGeNET
7009,DOID:1612,DisGeNET
7372,DOID:2355,DisGeNET
81037,DOID:11054,DisGeNET
63892,DOID:9296,GWAS Catalog
246778,DOID:9744,DisGeNET;GWAS Catalog
2767,DOID:2174,DISEASES;DisGeNET
6647,DOID:332,DISEASES;DOAF;DisGeNET
7305,DOID:2986,DisGeNET
6623,DOID:1686,DisGeNET
207,DOID:9352,DISEASES;DisGeNET
1387,DOID:5041,DisGeNET
185,DOID:3393,DISEASES;DOAF;DisGeNET
9869,DOID:1909,DisGeNET
83879,DOID:784,GWAS Catalog
79647,DOID:2986,DisGeNET
841,DOID:1909,DisGeNET;GWAS Catalog
345,DOID:3393,DISEASES;DisGeNET
54491,DOID:2986,DisGeNET
200315,DOID:1612,DisGeNET
9745,DOID:263,DisGeNET
10133,DOID:9835,DISEASES
4283,DOID:986,DisGeNET
2784,DOID:9970,DISEASES;DOAF;DisGeNET
27344,DOID:8850,DisGeNET
2799,DOID:1192,DISEASES
1906,DOID:1909,DOAF
949,DOID:14221,DISEASES
64135,DOID:8893,DisGeNET;GWAS Catalog
794,DOID:1790,DISEASES
3606,DOID:3393,DOAF
27339,DOID:10534,DisGeNET
7076,DOID:8398,DISEASES
3082,DOID:1612,DisGeNET
5333,DOID:10763,DisGeNET
3579,DOID:8577,DisGeNET;GWAS Catalog
374920,DOID:11612,DisGeNET
10673,DOID:2531,DISEASES
2078,DOID:184,DISEASES
5771,DOID:2531,DisGeNET
3557,DOID:9074,DOAF
1674,DOID:10534,DisGeNET
2553,DOID:2986,DisGeNET
6095,DOID:12849,DisGeNET
2064,DOID:3070,DisGeNET
1641,DOID:1909,DisGeNET
7124,DOID:2841,DISEASES;DOAF;DisGeNET
1072,DOID:1612,DisGeNET
6657,DOID:3070,DISEASES
3178,DOID:332,DISEASES
283927,DOID:3571,DisGeNET
659,DOID:10763,DISEASES;DOAF;DisGeNET
1958,DOID:4989,DisGeNET
1284,DOID:1324,DisGeNET
573,DOID:1612,DisGeNET
7124,DOID:2377,DISEASES;DOAF;DisGeNET
7351,DOID:10763,DisGeNET
6850,DOID:2531,DISEASES
5354,DOID:2377,DISEASES
1312,DOID:1595,DISEASES
2520,DOID:10534,DISEASES;DisGeNET
10437,DOID:2531,DisGeNET
57511,DOID:7148,GWAS Catalog
5328,DOID:10534,DisGeNET
5111,DOID:1319,DisGeNET
4318,DOID:14004,DisGeNET
3569,DOID:12849,DisGeNET
2956,DOID:2986,DisGeNET
3351,DOID:12849,DisGeNET
23410,DOID:3393,DisGeNET
23586,DOID:8893,DisGeNET
925,DOID:8893,DISEASES
8754,DOID:1826,DisGeNET
57476,DOID:5419,GWAS Catalog
10850,DOID:3310,DISEASES;DOAF
3146,DOID:3393,DisGeNET
310,DOID:3571,DisGeNET
2294,DOID:10763,DisGeNET
2202,DOID:1793,DisGeNET
7099,DOID:12365,DOAF
5950,DOID:14221,DISEASES
5468,DOID:219,DisGeNET
26135,DOID:10534,DisGeNET
1401,DOID:9352,DISEASES
3880,DOID:3571,DISEASES
115004,DOID:1094,DISEASES
5286,DOID:1459,DISEASES
2475,DOID:1826,DISEASES
10451,DOID:10763,DisGeNET
53335,DOID:9352,GWAS Catalog
4656,DOID:9970,DisGeNET
1548,DOID:1324,DisGeNET
920,DOID:986,DISEASES
2670,DOID:10652,DISEASES
22891,DOID:3310,DisGeNET;GWAS Catalog
7018,DOID:1324,DisGeNET
7356,DOID:3083,GWAS Catalog
3558,DOID:3070,DisGeNET
27159,DOID:2841,DISEASES;DOAF
718,DOID:1686,DisGeNET
4306,DOID:3393,DisGeNET
10815,DOID:3312,DisGeNET
22914,DOID:9074,DOAF
2308,DOID:9970,DISEASES
9863,DOID:8850,DisGeNET
4593,DOID:3277,DISEASES
2099,DOID:13223,DISEASES
8878,DOID:1612,DISEASES
111,DOID:9352,DisGeNET;GWAS Catalog
1356,DOID:1781,DisGeNET
6007,DOID:2355,DISEASES;DisGeNET
23046,DOID:8577,DisGeNET;GWAS Catalog
2194,DOID:784,DisGeNET
7852,DOID:2531,DISEASES
3627,DOID:2377,DISEASES
8777,DOID:0050741,DISEASES
2099,DOID:1936,DOAF;DisGeNET
64137,DOID:2355,DISEASES
55737,DOID:14330,DISEASES
6091,DOID:12849,DisGeNET
307,DOID:2531,DisGeNET
1215,DOID:2531,DISEASES
100,DOID:12849,DisGeNET
346288,DOID:3070,DisGeNET
2149,DOID:1909,DOAF
4318,DOID:10283,DISEASES;DisGeNET
57016,DOID:1909,DisGeNET
22924,DOID:2531,DISEASES
3135,DOID:2377,DOAF
4353,DOID:7148,DisGeNET
3172,DOID:219,DISEASES
2908,DOID:9352,DisGeNET
4953,DOID:219,DISEASES
79661,DOID:14221,DisGeNET
10891,DOID:3393,DisGeNET
4656,DOID:4045,DISEASES
116449,DOID:12306,DisGeNET;GWAS Catalog
2176,DOID:2355,DISEASES;DOAF;DisGeNET
10539,DOID:2986,DisGeNET
6514,DOID:1612,DisGeNET
3351,DOID:9970,DisGeNET
3815,DOID:184,DisGeNET
5329,DOID:1936,DOAF
26050,DOID:1319,DISEASES
3713,DOID:2531,DISEASES
4026,DOID:10608,GWAS Catalog
2255,DOID:1612,DisGeNET
7150,DOID:1324,DISEASES
1440,DOID:5041,DisGeNET
9,DOID:11054,DisGeNET
166379,DOID:9970,DISEASES
2318,DOID:2841,DISEASES
10565,DOID:2986,DisGeNET
2920,DOID:5041,DisGeNET
1543,DOID:784,DisGeNET
847,DOID:12306,DOAF
642,DOID:10652,DisGeNET
3240,DOID:9352,DisGeNET
80328,DOID:10534,DisGeNET
594857,DOID:9970,DISEASES
7200,DOID:1459,DISEASES
5744,DOID:2531,DISEASES;DisGeNET
23583,DOID:4362,DISEASES
6147,DOID:14330,DisGeNET
3586,DOID:8577,DISEASES;DOAF;DisGeNET;GWAS Catalog
5997,DOID:10534,DisGeNET
3553,DOID:3310,DisGeNET
22909,DOID:2355,DISEASES
6331,DOID:12930,DISEASES;DisGeNET
10019,DOID:9074,DisGeNET
1869,DOID:2174,DISEASES
1938,DOID:263,DisGeNET
4792,DOID:3310,DisGeNET
2475,DOID:10763,DisGeNET
4282,DOID:7148,DISEASES;DOAF;DisGeNET
673,DOID:1781,DISEASES;DisGeNET
1103,DOID:2841,DisGeNET
3784,DOID:9352,DisGeNET;GWAS Catalog
1788,DOID:8778,GWAS Catalog
26058,DOID:14330,DISEASES;DOAF
3627,DOID:12236,DisGeNET
432,DOID:3571,DISEASES
759,DOID:5041,DisGeNET
1234,DOID:1826,DisGeNET
116519,DOID:3393,DISEASES;DOAF
2778,DOID:4606,DisGeNET
163486,DOID:8778,GWAS Catalog
196527,DOID:7147,DisGeNET;GWAS Catalog
26119,DOID:1936,DISEASES
221895,DOID:418,GWAS Catalog
84059,DOID:1192,DISEASES
23269,DOID:8850,DisGeNET
10048,DOID:1612,GWAS Catalog
64374,DOID:219,DISEASES
2877,DOID:3393,DISEASES
10019,DOID:10608,DISEASES;DisGeNET;GWAS Catalog
4504,DOID:1612,DisGeNET
3664,DOID:9296,DISEASES;DOAF;DisGeNET;GWAS Catalog
2332,DOID:12849,DISEASES;DOAF;DisGeNET
203062,DOID:5419,GWAS Catalog
1012,DOID:9206,DisGeNET
4824,DOID:10283,DISEASES;DisGeNET;GWAS Catalog
4846,DOID:10283,DisGeNET
4524,DOID:2355,DisGeNET
3480,DOID:363,DisGeNET
55170,DOID:14227,GWAS Catalog
5268,DOID:1612,DISEASES;DisGeNET
5627,DOID:2986,DisGeNET
224,DOID:0050741,DISEASES
4582,DOID:2531,DisGeNET
1401,DOID:3083,DISEASES;DOAF
2052,DOID:10283,DisGeNET
4318,DOID:824,DISEASES;DOAF;DisGeNET
914,DOID:7148,DISEASES;DisGeNET;GWAS Catalog
7019,DOID:10652,DisGeNET
6746,DOID:10283,DisGeNET
190,DOID:2994,DISEASES
1832,DOID:12930,DisGeNET
1401,DOID:11612,DISEASES;DOAF
5054,DOID:9352,DISEASES;DisGeNET
7132,DOID:2355,DOAF
5583,DOID:9970,DisGeNET;GWAS Catalog
5081,DOID:9296,GWAS Catalog
1149,DOID:9970,DisGeNET
6779,DOID:12849,DisGeNET
4893,DOID:219,DISEASES;DisGeNET
5443,DOID:1595,DISEASES
306,DOID:2394,DisGeNET
2524,DOID:2531,DISEASES
1440,DOID:1324,DISEASES;DisGeNET
8754,DOID:10283,DisGeNET
2026,DOID:1192,DISEASES
2033,DOID:2531,DISEASES
4318,DOID:1826,DisGeNET
5564,DOID:10534,DisGeNET
3572,DOID:1826,DisGeNET
4352,DOID:2531,DISEASES;DisGeNET
7422,DOID:1319,DisGeNET
1555,DOID:3070,DisGeNET
5307,DOID:2998,DisGeNET
4313,DOID:1324,DISEASES
3915,DOID:10283,DisGeNET
79258,DOID:12236,DisGeNET
5142,DOID:3312,DisGeNET
240,DOID:10763,DisGeNET
120114,DOID:5041,DisGeNET
2067,DOID:2394,DISEASES
151295,DOID:1826,DISEASES
3559,DOID:12361,DISEASES
94103,DOID:2841,DISEASES;DOAF;DisGeNET;GWAS Catalog
7263,DOID:10283,DisGeNET
9855,DOID:12849,DisGeNET
4316,DOID:10763,DisGeNET
115004,DOID:3312,DISEASES
2214,DOID:1936,DOAF
1723,DOID:2355,DisGeNET
6786,DOID:1612,DISEASES
11315,DOID:11476,DisGeNET
9205,DOID:11612,DisGeNET
4313,DOID:10283,DISEASES
3066,DOID:3083,DisGeNET
353144,DOID:8893,DISEASES;DOAF;DisGeNET
858,DOID:3070,DisGeNET
7422,DOID:11612,DOAF
5304,DOID:1612,DISEASES
5727,DOID:4159,DISEASES;DisGeNET
3309,DOID:1909,DOAF
54904,DOID:2531,DisGeNET
1956,DOID:2841,DisGeNET
7270,DOID:2394,DISEASES
5917,DOID:2994,DISEASES
6623,DOID:14330,DISEASES
51741,DOID:5041,DisGeNET
7869,DOID:363,DisGeNET
3039,DOID:2355,DISEASES;DisGeNET
7421,DOID:7148,DOAF
7157,DOID:3277,DisGeNET
131566,DOID:11612,DisGeNET
5539,DOID:4989,DISEASES
53335,DOID:2355,DISEASES
1571,DOID:0050741,DISEASES
9722,DOID:5419,DISEASES;DOAF
7157,DOID:1793,DISEASES;DisGeNET
311,DOID:3083,GWAS Catalog
64151,DOID:2986,DisGeNET
2064,DOID:11054,DISEASES
834,DOID:1826,DisGeNET
207,DOID:10652,DISEASES
6506,DOID:1826,DISEASES;DisGeNET
11254,DOID:9970,DISEASES
4291,DOID:10534,DisGeNET
6296,DOID:1686,DisGeNET
7097,DOID:1024,DOAF;DisGeNET
723961,DOID:9744,DisGeNET
9355,DOID:7148,DisGeNET
3156,DOID:3393,DISEASES
4915,DOID:1826,DisGeNET
5587,DOID:5419,GWAS Catalog
2335,DOID:0050156,DISEASES
94081,DOID:2355,DISEASES
81562,DOID:263,DisGeNET
154,DOID:11612,DisGeNET
1610,DOID:332,DISEASES
3630,DOID:9352,DisGeNET
6678,DOID:3393,DisGeNET
8869,DOID:2986,DisGeNET
4312,DOID:3393,DisGeNET
10232,DOID:4606,DisGeNET
57670,DOID:3070,DisGeNET
1147,DOID:2986,DisGeNET
189,DOID:585,DISEASES
5630,DOID:332,DISEASES;DOAF
3458,DOID:9970,DisGeNET
596,DOID:9352,DisGeNET
8792,DOID:184,DisGeNET
4914,DOID:824,DisGeNET
6533,DOID:3393,DisGeNET
490,DOID:3393,GWAS Catalog
3486,DOID:12849,DisGeNET
864,DOID:11612,DisGeNET
1499,DOID:2043,DOAF
22796,DOID:9970,DISEASES
213,DOID:12236,DISEASES
6227,DOID:10534,DisGeNET
10125,DOID:9352,GWAS Catalog
163702,DOID:8893,DisGeNET
213,DOID:10976,DISEASES;DisGeNET
8445,DOID:2986,DisGeNET
8289,DOID:8850,DisGeNET
5588,DOID:7148,DISEASES;DisGeNET;GWAS Catalog
6794,DOID:9970,DisGeNET
3820,DOID:1909,DisGeNET
3860,DOID:5041,DisGeNET
7038,DOID:2994,DISEASES
8935,DOID:9744,GWAS Catalog
7763,DOID:10283,DisGeNET
134430,DOID:4481,GWAS Catalog
10297,DOID:1612,DisGeNET
3600,DOID:8577,DISEASES
3309,DOID:5041,DisGeNET
356,DOID:2531,DISEASES
6010,DOID:10871,DISEASES
9232,DOID:8893,DisGeNET
4722,DOID:1612,DisGeNET
3359,DOID:12849,DisGeNET
170679,DOID:13241,DisGeNET
4313,DOID:10534,DisGeNET
259266,DOID:8850,DisGeNET
23583,DOID:1993,DISEASES
5743,DOID:1826,DisGeNET
7422,DOID:1324,DISEASES;DisGeNET
1639,DOID:14330,DISEASES
2052,DOID:10763,DISEASES;DisGeNET
944,DOID:2531,DISEASES
3569,DOID:824,DISEASES;DOAF
596,DOID:9970,DisGeNET
1088,DOID:2355,DISEASES
6571,DOID:9744,DisGeNET
2099,DOID:2531,DisGeNET
2550,DOID:10763,DisGeNET
7157,DOID:4159,DISEASES;DisGeNET
4322,DOID:8398,DISEASES;DOAF
4121,DOID:2986,DisGeNET
4647,DOID:1909,DisGeNET
3381,DOID:11476,DISEASES
307,DOID:263,DisGeNET
546,DOID:1192,DisGeNET
55435,DOID:2986,DisGeNET
8936,DOID:12995,DISEASES
4929,DOID:5419,DOAF
8863,DOID:1612,DisGeNET
4780,DOID:1793,DisGeNET
332,DOID:363,DisGeNET
54790,DOID:10283,DisGeNET;GWAS Catalog
57523,DOID:4362,DISEASES
1602,DOID:784,GWAS Catalog
6635,DOID:1909,DOAF
8869,DOID:1826,DISEASES
9947,DOID:2531,DISEASES
2918,DOID:1324,DisGeNET
3972,DOID:11612,DisGeNET
7128,DOID:2377,DisGeNET
1401,DOID:8893,DisGeNET
5444,DOID:9352,DisGeNET
6581,DOID:3393,GWAS Catalog
2248,DOID:9296,DisGeNET
11214,DOID:4362,DISEASES
1435,DOID:1612,DisGeNET
4041,DOID:11476,DISEASES;DOAF;DisGeNET
22985,DOID:1612,DISEASES
200734,DOID:7148,DISEASES;DisGeNET;GWAS Catalog
1908,DOID:10763,DisGeNET;GWAS Catalog
1803,DOID:5419,GWAS Catalog
7818,DOID:1612,DisGeNET
2549,DOID:11612,DisGeNET
57818,DOID:9744,DisGeNET
3576,DOID:363,DisGeNET
682,DOID:1319,DISEASES
7079,DOID:10763,DisGeNET
196,DOID:1793,DisGeNET
5530,DOID:10283,DisGeNET
4139,DOID:12849,DisGeNET
920,DOID:263,DISEASES
4100,DOID:1909,DISEASES
1514,DOID:4989,DisGeNET
1437,DOID:3571,DisGeNET
1630,DOID:219,DisGeNET
5395,DOID:1319,DisGeNET
5293,DOID:1612,DISEASES
126410,DOID:5612,DISEASES
3265,DOID:2994,DisGeNET
84654,DOID:10534,DisGeNET
1440,DOID:1909,DisGeNET
3047,DOID:2355,DISEASES
7490,DOID:1312,DISEASES
348,DOID:9352,DisGeNET
5142,DOID:5419,DISEASES;DOAF
1548,DOID:2043,DisGeNET
10451,DOID:1459,GWAS Catalog
4583,DOID:1612,DISEASES
7171,DOID:5041,DisGeNET
7039,DOID:9296,DISEASES;DOAF
7124,DOID:12930,DOAF
673,DOID:1612,DISEASES
2026,DOID:4045,DISEASES
6647,DOID:1686,DisGeNET
79738,DOID:9970,DISEASES
925,DOID:2531,DISEASES
4688,DOID:9074,DISEASES
6480,DOID:9352,DisGeNET;GWAS Catalog
7066,DOID:2355,DISEASES
8407,DOID:263,DisGeNET
1027,DOID:363,DisGeNET
81552,DOID:2531,DisGeNET
3605,DOID:3393,DisGeNET
7409,DOID:9744,DisGeNET
3014,DOID:1612,DisGeNET
10818,DOID:10811,DISEASES
5771,DOID:7148,DisGeNET;GWAS Catalog
59,DOID:14004,DISEASES;DisGeNET
27086,DOID:5041,DisGeNET
2185,DOID:10652,GWAS Catalog
8320,DOID:2531,GWAS Catalog
3308,DOID:2986,DisGeNET
646960,DOID:9835,DisGeNET;GWAS Catalog
222546,DOID:1909,DisGeNET
50805,DOID:8850,DisGeNET
2696,DOID:1324,DisGeNET
24,DOID:10871,DISEASES;DisGeNET
721,DOID:12849,DisGeNET
5290,DOID:2986,DisGeNET
728,DOID:2986,DisGeNET
1375,DOID:3571,DisGeNET
540,DOID:3571,DisGeNET
1236,DOID:1909,DOAF
54765,DOID:1115,DISEASES
3105,DOID:1909,DISEASES
3600,DOID:2355,DISEASES
23627,DOID:11949,DISEASES
1407,DOID:2531,DisGeNET
7755,DOID:11612,DisGeNET
7380,DOID:4159,DISEASES
3479,DOID:11476,DISEASES
5788,DOID:2986,DisGeNET
6320,DOID:2531,DISEASES
94103,DOID:8577,DisGeNET
1385,DOID:2531,DISEASES
6598,DOID:263,DISEASES;DisGeNET
4286,DOID:263,DisGeNET
8718,DOID:7148,DISEASES
9700,DOID:8850,DisGeNET
3592,DOID:10608,GWAS Catalog
51141,DOID:9970,DISEASES;DOAF;DisGeNET
1789,DOID:1612,DisGeNET
4602,DOID:3070,DisGeNET
5058,DOID:263,DisGeNET
3156,DOID:14221,DisGeNET
653220,DOID:8850,DisGeNET
3037,DOID:10763,DisGeNET
3187,DOID:10283,DisGeNET
8365,DOID:10283,DisGeNET
